"global_index","worker","episode","episode_index","name","region","address","address_display","category","card_menu","menus","output_file","output_path"
"189","2","EP.42","1","중앙식육식당","경남 거제시","경남 거제시 옥포로 215 (옥포동 529-8)","경남 거제시 옥포로 215","한식","두루치기 정식","두루치기 정식 (11,000원) / 불고기 정식 (11,000원) / 2인이상 (12,000원) / 2인이상 (9,000원) / 갈비두루치기 (9,000원) / 김치찌개 (9,000원) / 정식 (8,000원) / 삼겹살 (4,000원) / 낙지볶음 두루치기 (12,000원) / 낙지볶음 불고기 (10,000원) / 자반고등어정식 (11,000원)","001_중앙식육식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.42\001_중앙식육식당.png"
"190","2","EP.42","2","수봉반점","대구 북구","대구 북구 대현남로2길 60 (대현동 321-70)","대구 북구 대현남로2길 60","중식당","짬뽕밥","짬뽕밥 (10,000원) / 짬뽕 (10,000원) / 중화비빔밥 (10,000원) / 중화비빔면 (10,000원) / 볶음밥 (10,000원)","002_수봉반점.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.42\002_수봉반점.png"
"191","2","EP.42","3","바다집","부산 중구","부산 중구 광복로43번길 18 (신창동2가 17-3)","부산 중구 광복로43번길 18","낙지요리","수중전골(1인)","수중전골(1인) (12,000원) / 낙지볶음 (11,000원) / 낙새볶음 (12,000원) / 낙곱볶음 (12,000원) / 우동사리 (2,000원) / 당면사리 (2,000원) / 공기밥 (1,000원) / 소주 (5,000원) / 맥주 (5,000원) / 음료수 (2,000원)","003_바다집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.42\003_바다집.png"
"192","2","EP.42","4","중앙식당","전북 군산시","전북 군산시 해망로 146-27 (금암동 3-6)","전북 군산시 해망로 146-27","한식","반지회덮밥","","004_중앙식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.42\004_중앙식당.png"
"193","3","EP.43","1","명동감자탕","경북 영주시","경북 영주시 중앙로106번길 8 (하망동 340-20)","경북 영주시 중앙로106번길 8","감자탕","하얀감자탕","","001_명동감자탕.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.43\001_명동감자탕.png"
"194","3","EP.43","2","소문난성수감자탕","서울 성동구","서울 성동구 연무장길 45 (성수동2가 315-100)","서울 성동구 연무장길 45","감자탕","감자국식사 우거지","감자국식사 우거지 (13,000원) / 감자국식사 일반 (12,000원) / 감자탕 (소) (32,000원) / 감자탕 (중) (37,000원) / 감자탕 (대) (49,000원) / 뼈추가 (14,000원) / 포장 (1인분) (15,000원) / 포장 대 (49,000원)","002_소문난성수감자탕.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.43\002_소문난성수감자탕.png"
"195","3","EP.43","3","할매집","서울 종로구","서울 종로구 사직로12길 1-5 (내자동 108)","서울 종로구 사직로12길 1-5","한식","뼈추가","뼈추가 (27,000원) / 족발 (2人) (39,000원) / 감자탕(2人), 小 (32,000원) / 감자탕(3人), 大 (39,000원)","003_할매집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.43\003_할매집.png"
"196","3","EP.43","4","육일식당","전북 전주시","전북 전주시 완산구 천잠로 17 (삼천동2가 275-3)","전북 전주시 완산구 천잠로 17","감자탕","원조감자탕(소)","원조감자탕(소) (25,000원) / 원조감자탕(중) (36,000원) / 원조감자탕(대) (48,000원) / 지리산흑돼지로 만든 수제돈가스입니다 (10,000원) / 등뼈로만감자탕-소- (27,000원) / 등뼈로만감자탕-중- (38,000원) / 등뼈로만감자탕-대- (50,000원) / 사골로만감자탕-소- (25,000원) / 사골로만감자탕-중- (36,000원) / 사골로만감자탕-대- (48,000원) / 고구마순추가 (8,000원)","004_육일식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.43\004_육일식당.png"
"197","3","EP.44","1","선화동실비식당","대전 중구","대전 중구 선화로 126 (선화동 243-1)","대전 중구 선화로 126","국밥","소머리국밥","소머리국밥 (9,000원) / 소머리수육 (40,000원) / 소주 (5,000원) / 맥주 (5,000원) / 음료수 (2,000원)","001_선화동실비식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.44\001_선화동실비식당.png"
"198","3","EP.44","2","물질식육식당","제주 서귀포시","제주 서귀포시 이어도로 598 (강정동 4521-8)","제주 서귀포시 이어도로 598","한식","복지리 2인","복지리 2인 (30,000원) / 복매운탕 3인 (45,000원) / 짬뽕/짬뽕밥 (8,000원) / 우동 (8,000원) / 찐왕만두(3알) (4,000원) / 복지리 3인 (45,000원) / 복지리 4인 (60,000원) / 복매운탕 2인 (30,000원) / 복매운탕 4인 (60,000원)","002_물질식육식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.44\002_물질식육식당.png"
"199","3","EP.45","1","해성횟집","강원 강릉시","강원 강릉시 금성로 21 (성남동 50)","강원 강릉시 금성로 21","생선회","삼숙이탕","삼숙이탕 (15,000원) / 알탕 (15,000원)","001_해성횟집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.45\001_해성횟집.png"
"200","3","EP.45","2","황가네찜","강원 속초시","강원 속초시 영랑해안길 95 (영랑동 129)","강원 속초시 영랑해안길 95","해물,생선요리","감자전","감자전 (15,000원) / 생선모듬찜(특대) (80,000원) / 생선모듬찜(대) (70,000원) / 생선모듬찜(중) (60,000원) / 생선모듬찜(소) (45,000원) / 가오리찜(특대) (85,000원) / 가오리찜(대) (75,000원) / 가오리찜(중) (65,000원) / 가오리찜(소) (50,000원)","002_황가네찜.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.45\002_황가네찜.png"
"201","3","EP.45","3","뚱보집","부산 중구","부산 중구 중앙대로29번길 2-11 (중앙동1가 21-3)","부산 중구 중앙대로29번길 2-11","돼지고기구이","주꾸미구이","","003_뚱보집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.45\003_뚱보집.png"
"202","3","EP.45","4","백화양곱창","부산 중구","부산 중구 자갈치로23번길 6 (남포동6가 32)","부산 중구 자갈치로23번길 6","곱창,막창,양","양대창","","004_백화양곱창.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.45\004_백화양곱창.png"
"203","3","EP.46","1","명동쫄면","경북 경주시","경북 경주시 계림로93번길 3 (노동동 80-8)","경북 경주시 계림로93번길 3","종합분식","비빔쫄면","비빔쫄면 (9,000원) / 유부쫄면 (9,000원) / 오뎅쫄면 (9,000원) / 여름 한정메뉴로 5월에서 9월까지만 준비됩니다. (9,000원)","001_명동쫄면.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.46\001_명동쫄면.png"
"204","3","EP.46","2","원조범일동매떡","부산 부산진구","부산 부산진구 골드테마길 52-2 (범천동 844-35)","부산 부산진구 골드테마길 52-2","","떡볶이","","002_원조범일동매떡.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.46\002_원조범일동매떡.png"
"205","3","EP.46","3","미스터칠드런","서울 영등포구","서울 영등포구 양평로20길 4-1 (양평동4가 145-1)","서울 영등포구 양평로20길 4-1","바(BAR)","떡볶이","","003_미스터칠드런.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.46\003_미스터칠드런.png"
"206","3","EP.46","4","솜씨만두","전북 정읍시","전북 정읍시 중앙로 162 (시기동 356-1)","전북 정읍시 중앙로 162","만두","찐만두","찐만두 (6,000원) / 군만두 (7,000원) / 수제비만둣국 (10,000원) / 손수제비 (8,000원) / 비빔국수 (8,000원)","004_솜씨만두.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.46\004_솜씨만두.png"
"207","3","EP.47","1","용인닭집","경기 이천시","경기 이천시 중리천로21번길 11 (관고동 10-11)","경기 이천시 중리천로21번길 11","닭요리","최고 인기 상품 전국에서 찾아오는 맛","최고 인기 상품 전국에서 찾아오는 맛 (15,000원) / 닭발(소) (10,000원) / 똥집 (10,000원) / 맛난 순대 그릇 한가득 1인분 (5,000원) / 골라골라 6개 1인분 모두 섞어서도 가능 (5,000원) / 그릇 한 가득 1인분 (4,000원) / 어묵 3개 (2000원) / 어묵 3개 2000원 (2,000원)","001_용인닭집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.47\001_용인닭집.png"
"208","3","EP.47","2","나주식당","광주 동구","광주 동구 동계천로53번길 2 (대인동 307-38)","광주 동구 동계천로53번길 2","","순대국밥","","002_나주식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.47\002_나주식당.png"
"209","3","EP.47","3","기장손칼국수","부산 부산진구","부산 부산진구 서면로 56 (부전동 256-6)","부산 부산진구 서면로 56","칼국수,만두","칼국수","칼국수 (7,000원) / 비빔칼국수 (7,000원) / 냉칼국수 (7,000원) / 김밥 (2,500원) / 냉콩칼국수 (7,000원)","003_기장손칼국수.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.47\003_기장손칼국수.png"
"210","3","EP.47","4","고향김치전골","부산 중구","부산 중구 부평2길 26 (부평동1가 29-13)","부산 중구 부평2길 26","찌개,전골","김치전골","","004_고향김치전골.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.47\004_고향김치전골.png"
"211","3","EP.48","1","동궁중화요리","부산 중구","부산 중구 충장대로9번길 21-2 (중앙동4가 84-18)","부산 중구 충장대로9번길 21-2","중식당","게살볶음밥","게살볶음밥 (13,000원) / 광동밥 (13,000원) / 잡탕밥 (17,000원) / 유삼스밥 (17,000원) / 마파두부밥 (13,000원) / 삼선볶음밥 (12,000원) / 새우볶음밥 (12,000원)","001_동궁중화요리.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.48\001_동궁중화요리.png"
"212","3","EP.48","2","해운대원조할매국밥","부산 해운대구","부산 해운대구 구남로21번길 33 (우동 611-4)","부산 해운대구 구남로21번길 33","국밥","진한 소고기 육수에 무, 콩나물로 시원함을 살린 경상도식 소고기 국밥","진한 소고기 육수에 무, 콩나물로 시원함을 살린 경상도식 소고기 국밥 (9,500원) / 진한 소고기 육수에 무, 콩나물로 시원함을 살린 경상도식 선지 국밥 (9,500원) / 밥과 국이 따로 나오는 소고기국 한상차림 (10,000원) / 밥과 국이 따로 나오는 선지국 한상차림 (10,000원) / 밥 대신 탱글탱글한 중면을 넣은 소고기 국수 (9,500원) / 밥 대신 탱글탱글한 중면을 넣은 선지 국수 (9,500원) / 깍뚝썰기로 소고기의 풍미를 한층더 느낄수 있는 수육 한그릇 (25,000원) / 소고기수육 대 (35,000원) / 소고기곱배기 (11,000원) / 선지곱배기 (11,000원) / 소고기따로곱배기 (12,000원) / 선지따로곱배기 (12,000원)","002_해운대원조할매국밥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.48\002_해운대원조할매국밥.png"
"213","3","EP.48","3","쌍대포소금구이","서울 용산구","서울 용산구 청파로 291 (청파동2가 95)","서울 용산구 청파로 291","돼지고기구이","갈빗대에 붙어있는 제일 맛있는 삼겹살! 1일 한정판매(20개)","갈빗대에 붙어있는 제일 맛있는 삼겹살! 1일 한정판매(20개) (22,000원) / 돼지 뒷목살! 꼬들꼬들한 식감이 끝내줍니다 1일 한정판매(50개) (20,000원) / 껍데기는 무조건 쌍대포 (8,000원) / 3-4인분, 해장술밥 (12,000원) / 점심메뉴는 압력밥이 제공됩니다 (12,000원) / 100% 국산콩으로 만든 검정콩국수! (12,000원) / 쌍대포 대표메뉴인 일삼꼬들, 항정살, 통갈매기살, 껍데기로 구성되어 있습니다(2-3인분) (65,000원) / 2인분이상 주문 (18,000원) / 생오겹 (18,000원) / 통갈매기살 (18,000원) / 항정살 (18,000원) / 양념돼지갈비 (18,000원) / 3-4인분으로 고기가 듬뿍들어간 김치찌개입니다 (15,000원) / 3-4인분 (12,000원)","003_쌍대포소금구이.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.48\003_쌍대포소금구이.png"
"214","3","EP.48","4","원할매소문난닭한마리","서울 종로구","서울 종로구 종로40가길 25 (종로5가 282-21)","서울 종로구 종로40가길 25","닭요리","닭한마리","","004_원할매소문난닭한마리.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.48\004_원할매소문난닭한마리.png"
"215","3","EP.49","1","안일옥","경기 안성시","경기 안성시 중앙로411번길 20 (영동 24)","경기 안성시 중앙로411번길 20","한식","설렁탕","","001_안일옥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.49\001_안일옥.png"
"216","3","EP.49","2","구군계닭집","경기 평택시","경기 평택시 조개터로5번길 22-9 (합정동 922-11)","경기 평택시 조개터로5번길 22-9","닭요리","볶음밥","볶음밥 (2,000원)","002_구군계닭집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.49\002_구군계닭집.png"
"217","3","EP.49","3","영미오리탕","광주 북구","광주 북구 경양로 126 (유동 102-31)","광주 북구 경양로 126","오리요리","오리탕 한마리","오리탕 한마리 (60,000원) / 오리탕 반마리 (40,000원) / 오리로스 (61,000원) / 오리주물럭 (61,000원)","003_영미오리탕.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.49\003_영미오리탕.png"
"218","3","EP.49","4","굴다리식당","서울 마포구","서울 마포구 새창로 8-1 (도화동 181-45)","서울 마포구 새창로 8-1","한식","김치찌개","김치찌개 (10,000원) / 제육볶음 (12,000원) / 계란말이 (10,000원)","004_굴다리식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.49\004_굴다리식당.png"
"219","3","EP.50","1","재래식손두부","강원 인제군","강원 인제군 인제읍 인제로178번길 52-10 (상동리 427-11)","강원 인제군 인제읍 인제로178번길 52-10","두부요리","짜박두부(1인분)","짜박두부(1인분) (12,000원) / 들기름두부구이(1인분) (12,000원) / 두부전골(1인분) (12,000원)","001_재래식손두부.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.50\001_재래식손두부.png"
"220","3","EP.50","2","한미식당","경북 칠곡군","경북 칠곡군 왜관읍 석전로 159 (석전리 367-6)","경북 칠곡군 왜관읍 석전로 159","한식","치즈시내소","","002_한미식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.50\002_한미식당.png"
"221","3","EP.50","3","신항돌곱창","경북 포항시","경북 포항시 남구 동해안로 6059-15 (청림동 1172-13)","경북 포항시 남구 동해안로 6059-15","곱창,막창,양","곱창전골만 전문으로 하고 있어 싱싱한 한우와 죽도시장에서 장을 본 신선한 채소만을 사용하고 있습니다. (공기밥포함가격)","곱창전골만 전문으로 하고 있어 싱싱한 한우와 죽도시장에서 장을 본 신선한 채소만을 사용하고 있습니다. (공기밥포함가격) (17,000원) / 공기밥 (1,000원) / 남는 밥을 사용하여 곱창과 함께 볶아 드립니다. (2,000원) / 라면사리 (2,000원) / 우동사리 (2,000원)","003_신항돌곱창.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.50\003_신항돌곱창.png"
"222","3","EP.50","4","송림동해장국","인천 동구","인천 동구 동산로87번길 6 (송림동 59-25)","인천 동구 동산로87번길 6","해장국","설렁탕","설렁탕 (12,000원) / 해장국 (10,000원) / 공기밥 (1,000원)","004_송림동해장국.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.50\004_송림동해장국.png"
"223","3","EP.52","1","보들이족발","서울 은평구","서울 은평구 연서로 230-10 (대조동 185-43)","서울 은평구 연서로 230-10","족발,보쌈","족발","","001_보들이족발.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.52\001_보들이족발.png"
"224","3","EP.52","2","우정","서울 중구","서울 중구 퇴계로76길 55 (신당동 304-791)","서울 중구 퇴계로76길 55","떡볶이","해물떡볶이","해물떡볶이 (25,000원) / 치즈떡볶이 (26,000원) / 짜장떡볶이 (17,000원) / 순한닭발 (10,000원) / 매운닭발 (10,000원)","002_우정.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.52\002_우정.png"
"225","3","EP.52","3","복기할매불닭발","울산 남구","울산 남구 삼산로122번길 12 (달동 703-5)","울산 남구 삼산로122번길 12","닭발","닭발","","003_복기할매불닭발.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.52\003_복기할매불닭발.png"
"226","3","EP.52","4","동아식당","전남 구례군","전남 구례군 구례읍 봉동길 4-5 (봉동리 238-3)","전남 구례군 구례읍 봉동길 4-5","한식","가오리찜 (중)","가오리찜 (중) (25,000원) / 가오리찜 (대) (35,000원) / 돼지족탕 (중) (20,000원) / 돼지족탕 (대) (30,000원) / 김치찌개 (20,000원)","004_동아식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.52\004_동아식당.png"
"227","3","EP.53","1","연곡꾹저구탕","강원 강릉시","강원 강릉시 연곡면 진고개로 2679 (방내리 69-4)","강원 강릉시 연곡면 진고개로 2679","한식","꾹저구탕","꾹저구탕 (11,000원) / 은어튀김(중) (25,000원) / 은어튀김(대) (35,000원) / 해물파전 (17,000원) / 메밀전 (6,000원) / 감자송편 (6,000원)","001_연곡꾹저구탕.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.53\001_연곡꾹저구탕.png"
"228","3","EP.53","2","은성횟집","서울 종로구","서울 종로구 창경궁로 88 (종로4가 2-1)","서울 종로구 창경궁로 88","생선회","대구매운탕(2인분)","대구매운탕(2인분) (30,000원) / 공기밥 (1,000원) / 맥주 (5,000원) / 소주 (5,000원) / 청하 (6,000원) / 연어, 소라 (20,000원) / 낙지 (15,000원) / 석화 (15,000원)","002_은성횟집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.53\002_은성횟집.png"
"229","3","EP.53","3","찬양집","서울 종로구","서울 종로구 돈화문로11다길 5 (돈의동 27)","서울 종로구 돈화문로11다길 5","칼국수,만두","해물칼국수","해물칼국수 (9,000원) / 고기만두 (9,000원) / 김치만두 (9,000원) / 반반만두 (9,000원)","003_찬양집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.53\003_찬양집.png"
"230","3","EP.53","4","결성칼국수","충남 홍성군","충남 홍성군 결성면 구성남로 31 (읍내리 404)","충남 홍성군 결성면 구성남로 31","칼국수,만두","고기만두","고기만두 (8,000원) / 결성 칼국수 (10,000원) / 굴물회(자연산) (30,000원) / 순대모듬 (28,000원) / 아바이 순대 (14,000원) / 오징어 순대 (16,000원) / 낙지만두 (8,000원)","004_결성칼국수.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.53\004_결성칼국수.png"
"231","3","EP.54","1","산에산에","경남 창원시","경남 창원시 진해구 충장로603번길 1-69 (풍호동 497-5)","경남 창원시 진해구 충장로603번길 1-69","전,빈대떡","수제비","수제비 (8,000원) / 들깨수제비 (9,000원) / 비빔밥 (8,000원) / 통명태전 (15,000원) / 해물파전 (15,000원) / 도토리묵 (15,000원)","001_산에산에.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.54\001_산에산에.png"
"232","3","EP.54","2","범일빈대떡","부산 동구","부산 동구 중앙대로 519 (범일동 85-2)","부산 동구 중앙대로 519","한식","빈대떡","빈대떡 (12,000원) / 파전 (14,000원) / 생탁 (3,000원) / 금정산성막걸리(순) (5,000원) / 국순당쌀막걸리 (4,000원) / 지평 생막걸리 (4,000원) / 소주 (4,000원) / 맥주 (4,000원) / 음료수 (2,000원)","002_범일빈대떡.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.54\002_범일빈대떡.png"
"233","3","EP.54","3","피자아일랜드","서울 서대문구","서울 서대문구 연희로 377 (홍은동 202-5)","서울 서대문구 연희로 377","피자","3~4인용 스페셜피자","3~4인용 스페셜피자 (39,000원) / 3~4인용 컴비네이션 (32,000원) / 3~4인용 페파로니 (34,000원) / 3~4인용 야채 (32,000원) / 3~4인용 감자 (39,000원) / 3~4인용 치즈 (32,000원)","003_피자아일랜드.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.54\003_피자아일랜드.png"
"234","3","EP.54","4","매덕스피자","서울 용산구","서울 용산구 이태원로26길 26 (이태원동 129-9)","서울 용산구 이태원로26길 26","피자","치즈피자(한 조각)","치즈피자(한 조각) (5,400원) / 치즈피자(한 판) (38,000원) / 페퍼로니피자(한 조각) (6,200원) / 페퍼로니피자(한 판) (45,000원) / 마르게리타피자(한 조각) (7,400원) / 마르게리따 피자(한 판) (53,000원) / 초리소피자(한 조각) (7,200원) / 초리소피자(한 판) (52,000원) / 맥앤치즈베이컨피자(한 조각) (7,600원) / 맥앤치즈베이컨피자(한 판) (55,000원) / 시금치&아티초크피자(한 조각) (7,400원) / 시금치&아티초크피자(한 판) (53,000원) / 하와이안피자(한 조각) (7,600원) / 하와이안피자(한 판) (55,000원) / 미트볼피자(한 판) (49,000원)","004_매덕스피자.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.54\004_매덕스피자.png"
"235","3","EP.55","1","엄마손만두","서울 강동구","서울 강동구 올림픽로 683 (천호동 340-34)","서울 강동구 올림픽로 683","만두","만두 5알 떡 조금 들었어요. 시원 칼칼한 국물","만두 5알 떡 조금 들었어요. 시원 칼칼한 국물 (9,000원) / 떡추가 (1,000원) / 반접시만두 (5,000원) / 떡많이만두국 3P (9,000원) / 접시만두 6P (9,000원) / 떡국 (6,000원) / 삶은만두포장 6P (8,000원) / 생만두포장 6P (8,000원) / 냉동만두 10P (12,000원)","001_엄마손만두.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.55\001_엄마손만두.png"
"236","3","EP.55","2","순댕이네얼큰수제비","서울 금천구","서울 금천구 시흥대로136길 1 (독산동 160-17)","서울 금천구 시흥대로136길 1","","수제비","","002_순댕이네얼큰수제비.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.55\002_순댕이네얼큰수제비.png"
"237","3","EP.55","3","노량진수제비","서울 동작구","서울 동작구 여의대방로22길 121 (신대방동 724)","서울 동작구 여의대방로22길 121","","수제비","","003_노량진수제비.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.55\003_노량진수제비.png"
"238","3","EP.55","4","하하","서울 마포구","서울 마포구 동교로 263 (연남동 229-12)","서울 마포구 동교로 263","","군만두","","004_하하.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.55\004_하하.png"
"239","3","EP.56","1","중화반점","대구 중구","대구 중구 중앙대로 406-12 (남일동 92)","대구 중구 중앙대로 406-12","중식당","유산슬","유산슬 (45,000원) / 샤오마이 (10,000원) / 야끼우동 (12,000원) / 중하새우볶음밥 (10,000원) / 자장면 (8,000원) / 야끼밥 (12,500원) / 유산슬밥 (22,000원) / 잡탕밥 (23,000원) / 새우수정딤섬 (10,000원) / 특미야끼우동 (12,000원)","001_중화반점.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.56\001_중화반점.png"
"240","3","EP.56","2","화순반점","인천 동구","인천 동구 만석부두로 3 (만석동 2-70)","인천 동구 만석부두로 3","","간짜장","","002_화순반점.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.56\002_화순반점.png"
"241","3","EP.56","3","홍영장","전북 군산시","전북 군산시 동령길 42 (장미동 1-18)","전북 군산시 동령길 42","중식당","짜장면","짜장면 (7,000원) / 짬뽕 (10,000원) / 간짜장 (10,000원) / 물짜장 (11,000원) / 탕수육 (22,000원) / 사천짜장 (12,000원) / 유니짜장 (11,000원) / 불짬뽕 (12,000원)","003_홍영장.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.56\003_홍영장.png"
"242","3","EP.56","4","대흥각","전북 김제시","전북 김제시 검산택지1길 29 (검산동 1054-1)","전북 김제시 검산택지1길 29","중식당","고추짬뽕","고추짬뽕 (10,000원) / 육미짜장 (10,000원) / 고추짬뽕밥 (11,000원) / 탕수육 (30,000원) / 텐뿌라 (30,000원) / 고추짬뽕국물 (16,000원) / 공기밥 (1,000원)","004_대흥각.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.56\004_대흥각.png"
"243","3","EP.57","1","세모분식","경기 평택시","경기 평택시 중앙시장로9번길 22-4 (신장동 317-60)","경기 평택시 중앙시장로9번길 22-4","종합분식","떡볶이","","001_세모분식.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.57\001_세모분식.png"
"244","3","EP.57","2","전주익산집","서울 관악구","서울 관악구 신림로59길 14 (신림동 1640-31)","서울 관악구 신림로59길 14","순대,순댓국","순대볶음","","002_전주익산집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.57\002_전주익산집.png"
"245","3","EP.57","3","골목떡볶이","서울 송파구","서울 송파구 문정로1길 33 (문정동 44)","서울 송파구 문정로1길 33","떡볶이","떡볶이","떡볶이 (4,000원) / 순대 (4,000원) / 만두 3개 (1,000원)","003_골목떡볶이.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.57\003_골목떡볶이.png"
"246","3","EP.57","4","충청도순대","충북 단양군","충북 단양군 단양읍 도전5길 37 (도전리 614)","충북 단양군 단양읍 도전5길 37","순대,순댓국","마늘순대","","004_충청도순대.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.57\004_충청도순대.png"
"247","3","EP.58","1","회국수할매집","부산 부산진구","부산 부산진구 서면문화로 5 (부전동 486-1)","부산 부산진구 서면문화로 5","국수","맛있는 비빔국수위에 가오리회가 올라갔습니다","맛있는 비빔국수위에 가오리회가 올라갔습니다 (8,000원) / 충무김밥 (8,000원) / 특회국수 (9,000원) / 비빔국수 (7,000원) / 물국수 (6,000원) / 우동 (6,000원) / 회비빔밥 (9,000원) / 야채비빔밥 (8,000원) / 칼국수 (7,000원) / 김치칼국수 (8,000원) / 감자수제비 (7,000원) / 김치수제비 (8,000원) / 냉국수(여름메뉴) (7,000원) / 콩국수(여름메뉴) (8,000원) / 열무국수(여름메뉴) (8,000원)","001_회국수할매집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.58\001_회국수할매집.png"
"248","3","EP.58","2","간판없는김치찌개","부산 중구","부산 중구 중구로29번길 10-6 (부평동1가 29-51)","부산 중구 중구로29번길 10-6","찌개,전골","김치찌개","김치찌개 (5,000원) / 어묵김치찌개 (5,000원) / 된장찌개 (5,000원) / 생선찌개 (6,000원)","002_간판없는김치찌개.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.58\002_간판없는김치찌개.png"
"249","3","EP.58","3","고갈비할매집","부산 중구","부산 중구 광복로67번길 22 (광복동2가 2-58)","부산 중구 광복로67번길 22","생선구이","고갈비(대)","고갈비(대) (20,000원) / 고갈비(중) (18,000원) / 고갈비(소) (15,000원) / 계란말이 (10,000원)","003_고갈비할매집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.58\003_고갈비할매집.png"
"250","3","EP.58","4","김해식당","부산 중구","부산 중구 자갈치로 51-2 (남포동5가 75-3)","부산 중구 자갈치로 51-2","아귀찜,해물찜","생아구수육(大)","생아구수육(大) (95,000원) / 생아구수육(소) (63,000원) / 생아구찜(大) (63,000원) / 생아구찜-중- (50,000원) / 생아구찜-소- (37,000원) / 특아구탕 (20,000원) / 아구탕 (12,000원) / 복국 (18,000원)","004_김해식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.58\004_김해식당.png"
"251","3","EP.58","5","부광돼지국밥","부산 중구","부산 중구 대청로141번길 15-1 (중앙동4가 37-7)","부산 중구 대청로141번길 15-1","국밥","돼지국밥","돼지국밥 (10,000원) / 내장국밥 (10,000원) / 순대국밥 (10,000원) / 수육백반 (13,000원) / 수육 소 (30,000원) / 수육 대 (35,000원) / 모듬순대 (25,000원) / 따로국밥 (11,000원)","005_부광돼지국밥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.58\005_부광돼지국밥.png"
