episodeNumber,episodeLabel,uploadDate,videoTitle,videoUrl,contentType,restaurantId,restaurantName,country,region,address,category,representativeMenu,menusAndPrices,lat,lng,phone,operationStatus,operationSummary,weeklyHours,kakaoPlaceId,placeUrl,rating,reviewCount,facilities,officialDescriptionAddress,verification,notes
107,107화,2024-01-02,[sub] 성시경의 먹을텐데 l 이수역 돈키돈까스,https://www.youtube.com/watch?v=AwQ4g5o1F4Y,restaurant,mogeultende_1ce3ab516f27,돈키,대한민국,서울 서초구,서울 서초구 방배천로18길 10,"돈까스,우동",로스카츠 정식,"로스카츠 정식 11,000원 | 히레카츠 정식 12,000원 | 치킨까스 정식 10,000원 | 생선까스 정식 12,000원",37.48256861,126.98323044,02-599-2747,영업 전,11:30 오픈,수 11:30 ~ 20:30 / 15:00 ~ 16:30 브레이크타임 / 20:00 라스트오더 | 목 11:30 ~ 20:30 / 15:00 ~ 16:30 브레이크타임 / 20:00 라스트오더 | 금 11:30 ~ 20:30 / 15:00 ~ 16:30 브레이크타임 / 20:00 라스트오더 | 토 11:30 ~ 20:30 / 15:00 ~ 16:30 브레이크타임 / 20:00 라스트오더 | 일 11:30 ~ 20:30 / 15:00 ~ 16:30 브레이크타임 / 20:00 라스트오더 | 월 11:30 ~ 20:30 / 15:00 ~ 16:30 브레이크타임 / 20:00 라스트오더 | 화 11:30 ~ 20:30 / 15:00 ~ 16:30 브레이크타임 / 20:00 라스트오더,17532330,https://place.map.kakao.com/17532330,4,222,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 서초구 방배천로18길 10 1F (방배동 437-4),official_description,
108,108화,2024-01-15,[sub] 성시경의 먹을텐데 l 경동시장 권영수 대가전골,https://www.youtube.com/watch?v=UhlyCAVklLE,restaurant,mogeultende_ed95554ab428,권영수대가전골,대한민국,서울 동대문구,서울 동대문구 고산자로36길 3,"찌개,전골",수제만두전골(2인분),"수제만두전골(2인분) 36,000원 | 한우곱창전골(2인분) 50,000원 | 한우육회 비빔밥 15,000원 | 안동문어 39,000원",37.57945803,127.03875168,02-960-6043,영업 전,11:00 오픈,수 11:00 ~ 22:00 | 목 11:00 ~ 22:00 | 금 11:00 ~ 22:00 | 토 11:00 ~ 22:00 | 일 11:00 ~ 22:00 | 월 휴무일 | 화 11:00 ~ 22:00,1910019452,https://place.map.kakao.com/1910019452,3.2,391,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 동대문구 고산자로36길 3 본관1층 10057호 (제기동 1019),official_description,
109,109화,2024-01-22,[sub] 성시경의 먹을텐데 l 왕십리역 굴과찜사랑,https://www.youtube.com/watch?v=RDcRtNT-bm0,restaurant,mogeultende_2682471775c7,굴과찜사랑 본사직영점,대한민국,서울 성동구,서울 성동구 행당로17길 23,"굴,전복",굴칼국수,"굴칼국수 9,000원 | 생굴전 25,000원 | 산낙지회 20,000원 | 생굴회(반접시) 14,000원",37.56033887,127.03295258,02-2296-9922,영업 전,15:00 오픈,수 15:00 ~ 23:00 | 목 15:00 ~ 23:00 | 금 15:00 ~ 23:00 | 토 14:00 ~ 23:00 | 일 14:00 ~ 22:00 | 월 휴무일 | 화 15:00 ~ 23:00,15278736,https://place.map.kakao.com/15278736,2.9,304,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 성동구 행당로17길 23 (행당동 298-50),official_description,
110,110화,2024-01-29,"[sub] 성시경의 먹을텐데 l 제주도 동복리 해녀촌, 돌다메",https://www.youtube.com/watch?v=glQ2P0B-EwE,restaurant,mogeultende_b85cf201c61b,해녀촌,대한민국,제주특별자치도 제주시,제주특별자치도 제주시 구좌읍 동복로 33,"해물,생선",회국수,"회국수 13,000원 | 성게국수 15,000원 | 소라국수 13,000원 | 한치(오징어)국수 15,000원",33.5536616,126.70988095,064-783-5438,영업 전,09:00 오픈,수 09:00 ~ 19:00 | 목 09:00 ~ 19:00 | 금 09:00 ~ 19:00 | 토 09:00 ~ 19:00 | 일 09:00 ~ 19:00 | 월 09:00 ~ 19:00 | 화 휴무일,16525337,https://place.map.kakao.com/16525337,4,900,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",제주 제주시 구좌읍 동복로 33 (동복리 1502-1),official_description,
110,110화,2024-01-29,"[sub] 성시경의 먹을텐데 l 제주도 동복리 해녀촌, 돌다메",https://www.youtube.com/watch?v=glQ2P0B-EwE,restaurant,mogeultende_1b60b3765205,돌다메,대한민국,제주특별자치도 제주시,제주특별자치도 제주시 우정로4길 16,"육류,고기",제주백오겹살(1인분),"제주흑오겹살(1인분) 22,000원 | 제주흑목살(1인분) 22,000원 | 제주백오겹살(1인분) 18,000원 | 제주 꽃 멜조림 5,000원",33.49144644,126.42878411,0503-7151-4440,영업 전,15:00 오픈,수 15:00 ~ 22:00 | 목 15:00 ~ 22:00 | 금 12:00 ~ 22:00 | 토 12:00 ~ 22:00 | 일 12:00 ~ 22:00 | 월 15:00 ~ 22:00 | 화 15:00 ~ 22:00,574242415,https://place.map.kakao.com/574242415,0,380,"{""reservation"":true,""delivery"":false,""accessible"":true,""takeout"":false,""parking"":true,""pets"":false,""wifi"":true}",제주 제주시 우정로4길 16 (외도일동 413-5),official_description,
111,111화,2024-01-31,[sub] 성시경의 먹을텐데 l 제주도 함덕골목 본점,https://www.youtube.com/watch?v=8iDE8whsJpU,restaurant,mogeultende_084ae5fe20ab,함덕골목 본점,대한민국,제주특별자치도 제주시,제주특별자치도 제주시 조천읍 조천북6길 62,해장국,"해장국, 내장탕","해장국 11,000원 | 내장탕 12,000원",33.53935717,126.64115799,064-784-5511,영업 중,13:30 까지,수 07:00 ~ 13:30 | 목 휴무일 | 금 07:00 ~ 13:30 | 토 07:00 ~ 13:30 | 일 07:00 ~ 13:30 | 월 07:00 ~ 13:30 | 화 07:00 ~ 13:30,1163513107,https://place.map.kakao.com/1163513107,4.3,634,"{""reservation"":true,""delivery"":false,""accessible"":true,""takeout"":false,""parking"":true,""pets"":false,""wifi"":true}",제주 제주시 조천읍 조천북6길 62 (조천리 1209-13),official_description,
112,112화,2024-02-05,"[sub] 성시경의 먹을텐데 l 명동역 향미, 개화",https://www.youtube.com/watch?v=X5QLs6bflT4,restaurant,mogeultende_46bcbc4f55ce,향미 명동점,대한민국,서울 중구,서울 중구 남대문로 52-5,중국요리,중식돈까스,"중식돈까스 10,000원 | 물만두(10p) 8,000원 | 짜장면 7,000원 | 유린기(소) 24,000원",37.5621017,126.98175483,02-773-8835,영업 전,11:30 오픈,수 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 / 20:30 라스트오더 | 목 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 / 20:30 라스트오더 | 금 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 / 20:30 라스트오더 | 토 11:30 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 일 휴무일 | 월 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 / 20:30 라스트오더 | 화 11:30 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 / 20:30 라스트오더,8609409,https://place.map.kakao.com/8609409,0,179,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",서울 중구 남대문로 52-5 1층 (명동2가 107-1),official_description,
112,112화,2024-02-05,"[sub] 성시경의 먹을텐데 l 명동역 향미, 개화",https://www.youtube.com/watch?v=X5QLs6bflT4,restaurant,mogeultende_60ce0d6c8aec,개화,대한민국,서울 중구,서울 중구 남대문로 52-5,중국요리,수소면,"수소면 11,000원 | 고추짬뽕 11,000원 | 유니짜장면 7,000원 | 삼선간짜장면 10,000원",37.56210893,126.98187707,02-776-0508,영업 전,11:30 오픈,수 11:30 ~ 22:30 | 목 11:30 ~ 22:30 | 금 11:30 ~ 22:30 | 토 휴무일 | 일 11:30 ~ 22:30 | 월 11:30 ~ 22:30 | 화 11:30 ~ 22:30,10130879,https://place.map.kakao.com/10130879,2.8,140,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 중구 남대문로 52-5 대한문화예술공사 (명동2가 107-1),official_description,
113,113화,2024-02-08,[sub] 성시경의 먹을텐데 l 압구정로데오 스테이지 바이 고디바,https://www.youtube.com/watch?v=nDYvEJb5QeY,restaurant,mogeultende_3799afbaaee1,스테이지 바이 고디바,대한민국,서울 강남구,서울 강남구 도산대로49길 15 1층 (신사동 648-11),음식점,"디저트 2코스, 디저트 5코스","디저트 2코스 28,000원 | 디저트 5코스 55,000원 | 샴페인(1잔) 15,000원 | 하이볼(1잔) 15,000원 | 포트와인(1잔) 18,000원",,,,,,,,,,,{},서울 강남구 도산대로49길 15 1층 (신사동 648-11),official_description,
114,114화,2024-02-13,[sub] 성시경의 먹을텐데 l 독일 베를린 특집 1탄 (with.신동엽),https://www.youtube.com/watch?v=uz9iDRunXDg,travel_special,,,,,,,,,,,,,,,,,,,{},,,해외 식당 1곳은 국내 전용 데이터셋 정책으로 제외
115,115화,2024-02-15,[sub] 성시경의 먹을텐데 l 독일 베를린 특집 2탄 (with.신동엽),https://www.youtube.com/watch?v=KXyO94mk2y8,travel_special,,,,,,,,,,,,,,,,,,,{},,,베를린 길거리 음식 특집. 공식 설명에 상호와 주소가 공개되지 않아 식당 행은 보류
116,116화,2024-02-29,[sub] 성시경의 먹을텐데 l 답십리역 오소록,https://www.youtube.com/watch?v=kV8BKO9VKdQ,restaurant,mogeultende_a931ea2cdc7b,오소록,대한민국,서울 동대문구,서울 동대문구 전농로3길 1-2,국수,고기국수,"고기국수 9,000원 | 얼큰고기국수 9,000원 | 비빔국수 9,000원 | 돔베고기(반도마) 15,000원",37.56799285,127.05663692,02-2246-3547,영업 전,11:00 오픈,수 11:00 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 목 11:00 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 금 11:00 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 토 11:00 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 일 11:00 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 월 11:00 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 화 11:00 ~ 21:30 / 15:00 ~ 17:00 브레이크타임,849748594,https://place.map.kakao.com/849748594,3.8,449,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",서울 동대문구 전농로3길 1-2 1층 (답십리동 276-24),official_description,
117,117화,2024-03-06,[sub] 성시경의 먹을텐데 l 흑석시장 진미순대,https://www.youtube.com/watch?v=3LSQH7ULyaE,restaurant,mogeultende_3c74e11cbbf4,진미순대,대한민국,서울 동작구,서울 동작구 서달로14나길 24-5,순대,따로국밥,"따로국밥 11,000원 | 돼지따로국밥 11,000원 | 순대고기 18,000원 | 머리고기 18,000원",37.50719208,126.9628465,02-812-0539,영업 전,10:30 오픈,수 10:30 ~ 20:30 / 15:00 ~ 17:00 브레이크타임 / 20:00 라스트오더 | 목 10:30 ~ 20:30 / 15:00 ~ 17:00 브레이크타임 / 20:00 라스트오더 | 금 10:30 ~ 20:30 / 15:00 ~ 17:00 브레이크타임 / 20:00 라스트오더 | 토 10:30 ~ 20:30 / 15:00 ~ 17:00 브레이크타임 / 20:00 라스트오더 | 일 휴무일 | 월 휴무일 | 화 10:30 ~ 20:30 / 15:00 ~ 17:00 브레이크타임 / 20:00 라스트오더,12439395,https://place.map.kakao.com/12439395,4.1,134,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 동작구 서달로12가길 5 (흑석동 97-22),official_description,
118,118화,2024-03-11,[sub] 성시경의 먹을텐데 l 흑석시장 충북순대,https://www.youtube.com/watch?v=TUbvswTagLg,restaurant,mogeultende_8f08edb7bda5,충북원조순대국밥,대한민국,서울 동작구,서울 동작구 서달로14길 16,순대,순대국밥,"순대국밥 10,000원 | 모듬순대 18,000원 | 따로국밥 (특) 11,000원 | 내장고기 18,000원",37.50779965,126.96380756,,영업 전,09:00 오픈,수 09:00 ~ 22:00 | 목 09:00 ~ 22:00 | 금 09:00 ~ 22:00 | 토 09:00 ~ 22:00 | 일 휴무일 | 월 09:00 ~ 22:00 | 화 09:00 ~ 22:00,752520562,https://place.map.kakao.com/752520562,4.1,46,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 동작구 서달로14길 16 1층 (흑석동 50-24),official_description,
119,119화,2024-03-18,[sub] 성시경의 먹을텐데 l 싱가포르 현지 맛집 1탄,https://www.youtube.com/watch?v=FVT2CkadZ_k,travel_special,,,,,,,,,,,,,,,,,,,{},,,해외 식당 3곳은 국내 전용 데이터셋 정책으로 제외
120,120화,2024-03-20,[sub] 성시경의 먹을텐데 l 싱가포르 현지 맛집 2탄,https://www.youtube.com/watch?v=mXS9KSGmN4A,travel_special,,,,,,,,,,,,,,,,,,,{},,,해외 식당 3곳은 국내 전용 데이터셋 정책으로 제외
121,121화,2024-04-04,성시경의 먹을텐데 l 후암동 진동세꼬시,https://www.youtube.com/watch?v=vbgOayi86Dg,restaurant,mogeultende_f9b507b89c3d,진동세꼬시,대한민국,서울 용산구,서울 용산구 한강대로104길 80,회,세꼬시정식 (2인이상),"세꼬시정식 (2인이상) 25,000원 | 세꼬시(1인) 43,000원 | 모듬(1인) 43,000원 | 멍게 20,000원",37.55003553,126.97658726,02-772-9578,영업정보,,,1658016192,https://place.map.kakao.com/1658016192,1.7,91,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 용산구 한강대로104길 80 1층 (후암동 103-10),official_description,
122,122화,2024-04-15,[sub] 성시경의 먹을텐데 l 신사동 가담,https://www.youtube.com/watch?v=Pdq4VoNf7tI,restaurant,mogeultende_3cbc3f126c0b,가담,대한민국,서울 강남구,서울 강남구 언주로167길 35,중식,짜장면,"짜장면 9,000원 | 잡탕밥 15,000원 | 특색 냉채 60,000원 | 송이 전복 65,000원",37.52637641,127.03026891,02-545-5163,영업 전,11:20 오픈,수 11:20 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 목 11:20 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 금 11:20 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 토 11:20 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 일 11:20 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 월 11:20 ~ 21:30 / 15:00 ~ 17:00 브레이크타임 | 화 11:20 ~ 21:30 / 15:00 ~ 17:00 브레이크타임,10954377,https://place.map.kakao.com/10954377,3.2,289,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 강남구 언주로167길 35 (신사동 608-8),official_description,
123,123화,2024-04-22,"[sub] 성시경의 먹을텐데 l 청담동 잔비워, 이남장 삼성점 (with.크리스탈 케이)",https://www.youtube.com/watch?v=UFN682fRiWQ,restaurant,mogeultende_efe9b1ecd580,잔비워,대한민국,서울 강남구,서울 강남구 압구정로73길 5,"호프,요리주점",잔비워 골뱅이소면,"잔비워 후라이드치킨 20,000원 | 잔비워 골뱅이소면 21,000원 | 잔비워 샐러드 2,000원 | 잔비워 먹태 16,000원",37.52667399,127.04619658,010-4226-5904,영업 전,17:30 오픈,수 17:30 ~ 03:00 | 목 17:30 ~ 03:00 | 금 17:30 ~ 03:00 | 토 17:30 ~ 03:00 | 일 휴무일 | 월 17:30 ~ 03:00 | 화 17:30 ~ 03:00,1149031981,https://place.map.kakao.com/1149031981,4.5,69,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":false}",서울 강남구 압구정로73길 5 (청담동 100-16),official_description,
123,123화,2024-04-22,"[sub] 성시경의 먹을텐데 l 청담동 잔비워, 이남장 삼성점 (with.크리스탈 케이)",https://www.youtube.com/watch?v=UFN682fRiWQ,restaurant,mogeultende_b6920c13939c,이남장 삼성점,대한민국,서울 강남구,서울 강남구 봉은사로108길 21,설렁탕,설렁탕 (보통),"설렁탕 (보통) 14,000원 | 설렁탕 (특) 23,000원 | 수육 (중) 70,000원 | 수육 (대) 80,000원",37.51356846,127.06445013,02-569-8726,영업 전,10:00 오픈,수 10:00 ~ 22:00 | 목 10:00 ~ 22:00 | 금 10:00 ~ 21:00 | 토 10:00 ~ 21:00 | 일 10:00 ~ 21:00 | 월 10:00 ~ 22:00 | 화 10:00 ~ 22:00,16649489,https://place.map.kakao.com/16649489,4.1,210,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 강남구 봉은사로108길 21 (삼성동 165-12),official_description,
124,124화,2024-04-26,[sub] 성시경의 먹을텐데 l 남영동 초원,https://www.youtube.com/watch?v=3OpdevZyzrs,restaurant,mogeultende_05c523adeb85,초원,대한민국,서울 용산구,서울 용산구 한강대로80길 7,"육류,고기",한우 등심 주물럭1++ (130g),"한우 등심 주물럭1++ (130g) 38,000원 | 특상우설(130g) 36,000원 | 눈꽃 살치 주물럭1++ (130g) 48,000원 | 특양(150g) 28,000원",37.54264935,126.97334092,02-749-5949,영업 전,12:00 오픈,수 12:00 ~ 23:00 | 목 12:00 ~ 23:00 | 금 12:00 ~ 23:00 | 토 12:00 ~ 23:00 | 일 12:00 ~ 23:00 | 월 12:00 ~ 23:00 | 화 12:00 ~ 23:00,2098373141,https://place.map.kakao.com/2098373141,0,647,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":true}",서울 용산구 한강대로80길 7 (남영동 80-4),official_description,
125,125화,2024-05-07,[sub] 성시경의 먹을텐데 l 매치스성수 (with.초아),https://www.youtube.com/watch?v=YEUXJ9lBk2E,restaurant,mogeultende_1d775528ed94,매치스 성수,대한민국,서울 성동구,서울 성동구 뚝섬로13길 36,양식,오! 세비체,"꽈리고추와 알리오 조개 22,000원 | 캠프파이어 어니언 스프 15,800원 | 오! 세비체 27,000원 | 밀키 크런치 크로켓 8,800원",37.54131815,127.05801868,02-6956-8662,영업 전,16:00 오픈,수 16:00 ~ 24:00 | 목 16:00 ~ 24:00 | 금 16:00 ~ 24:00 | 토 16:00 ~ 24:00 | 일 16:00 ~ 23:00 | 월 휴무일 | 화 16:00 ~ 24:00,57374817,https://place.map.kakao.com/57374817,4.7,226,"{""reservation"":true,""delivery"":false,""accessible"":true,""takeout"":false,""parking"":true,""pets"":false,""wifi"":false}",서울 성동구 뚝섬로13길 36 7층 (성수동2가 271-12),official_description,
126,126화,2024-05-15,[sub] 성시경의 먹을텐데 l 연희동 이품,https://www.youtube.com/watch?v=C3E86BioldA,restaurant,mogeultende_2b1a5d4268b1,이품,대한민국,서울 서대문구,서울 서대문구 연희로11길 20,중국요리,군만두,"군만두 10,000원 | 간짜장 9,500원 | 계란탕 27,000원 | 고추잡채 (소) 32,000원",37.56752621,126.93004758,02-322-6172,영업 전,11:00 오픈,수 11:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 / 20:30 라스트오더 | 목 11:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 / 20:30 라스트오더 | 금 11:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 / 20:30 라스트오더 | 토 11:00 ~ 21:00 / 20:30 라스트오더 | 일 휴무일 | 월 11:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 / 20:30 라스트오더 | 화 11:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 / 20:30 라스트오더,9348308,https://place.map.kakao.com/9348308,3.5,243,"{""reservation"":true,""delivery"":true,""accessible"":true,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 서대문구 연희로11길 20 (연희동 132-19),official_description,
127,127화,2024-05-22,[sub] 성시경의 먹을텐데 l 속초 전원식당,https://www.youtube.com/watch?v=IJwIJZ3G-pw,restaurant,mogeultende_04b3f33242fd,전원식당,대한민국,강원특별자치도 속초시,강원특별자치도 속초시 영금정로 15,한식,두루치기(2인이상),"두루치기(2인이상) 15,000원",38.21293616,128.59809859,033-633-0282,휴무일,금 09:00 오픈,수 휴무일 | 목 휴무일 | 금 09:00 ~ 18:00 / 15:00 ~ 17:00 브레이크타임 | 토 09:00 ~ 18:00 / 15:00 ~ 17:00 브레이크타임 | 일 09:00 ~ 18:00 / 15:00 ~ 17:00 브레이크타임 | 월 09:00 ~ 18:00 / 15:00 ~ 17:00 브레이크타임 | 화 09:00 ~ 18:00 / 15:00 ~ 17:00 브레이크타임,16888189,https://place.map.kakao.com/16888189,3.5,767,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",강원 속초시 영금정로 15 (동명동 51),official_description,
128,128화,2024-05-29,[sub] 성시경의 먹을텐데 l 종로5가 효제루,https://www.youtube.com/watch?v=iA84pSaU_G8,restaurant,mogeultende_a1aa7f69f871,효제루,대한민국,서울 종로구,서울 종로구 대학로 18,중식,해물짬뽕,"해물짬뽕 11,000원 | 탕수육(소) 22,000원 | 짜장면 7,000원 | 해물짬뽕밥 11,000원",37.57268799,127.00219381,02-6448-0772,영업 전,11:00 오픈,수 11:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 목 11:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 금 11:00 ~ 15:00 | 토 휴무일 | 일 휴무일 | 월 11:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임 | 화 11:00 ~ 21:00 / 15:00 ~ 17:00 브레이크타임,1714070297,https://place.map.kakao.com/1714070297,4,295,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 종로구 대학로 18 1층 (효제동 301-2),official_description,
129,129화,2024-06-10,[sub] 성시경의 먹을텐데 l 구의역 풍성감자탕,https://www.youtube.com/watch?v=wKNO7zfr8JQ,restaurant,mogeultende_e46465ef3f9a,풍성감자탕,대한민국,서울 광진구,서울 광진구 자양로18길 6,감자탕,감자탕(大),"감자탕(大) 43,000원 | 감자탕(中) 38,000원 | 감자탕(小) 33,000원 | 뼈 해장국(공기밥 별도) 10,000원",37.53736068,127.08395208,02-446-0354,영업 중,24시간 영업,수 00:00 ~ 24:00 | 목 00:00 ~ 24:00 | 금 00:00 ~ 24:00 | 토 00:00 ~ 24:00 | 일 00:00 ~ 24:00 | 월 00:00 ~ 24:00 | 화 00:00 ~ 24:00,391355266,https://place.map.kakao.com/391355266,3.5,219,"{""reservation"":false,""delivery"":true,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 광진구 자양로18길 5 (구의동 252-43),official_description,
130,130화,2024-06-17,[sub] 성시경의 먹을텐데 l 광주 막동이회관,https://www.youtube.com/watch?v=sGeuize0CAA,restaurant,mogeultende_15e5a9983558,막동이회관,대한민국,전남광주통합특별시 동구,전남광주통합특별시 동구 남문로 614,"육류,고기",안심추리 (1인분),"안심추리 (1인분) 52,000원 | 생고기 (1인분) 28,000원 | 안창살 (1인분) 52,000원 | 꽃등심 (1인분) 49,000원",35.12566049,126.93185179,062-222-0840,영업 전,11:00 오픈,수 11:00 ~ 21:30 / 14:30 ~ 16:30 브레이크타임 | 목 11:00 ~ 21:30 / 14:30 ~ 16:30 브레이크타임 | 금 11:00 ~ 21:30 / 14:30 ~ 16:30 브레이크타임 | 토 11:00 ~ 21:30 / 14:30 ~ 16:30 브레이크타임 | 일 11:00 ~ 21:30 / 14:30 ~ 16:30 브레이크타임 | 월 11:00 ~ 21:30 / 14:30 ~ 16:30 브레이크타임 | 화 11:00 ~ 21:30 / 14:30 ~ 16:30 브레이크타임,8962407,https://place.map.kakao.com/8962407,3,158,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":false}",광주 동구 남문로 614 (소태동 601-2),official_description,
131,131화,2024-06-24,[sub] 성시경의 먹을텐데 l 하남 숯불닭갈비 (with.케이윌),https://www.youtube.com/watch?v=4tcBe6L8uzI,restaurant,mogeultende_f5da4582da4e,하남 숯불닭갈비 미사본점,대한민국,경기 하남시,경기 하남시 미사동로40번길 130 (미사동 205-2),음식점,"숯불닭갈비, 닭목살, 불닭발, 더덕구이, 막국수","불닭발 16,000원 | 닭목살 16,000원 | 더덕구이 15,000원 | 고추장 닭갈비 16,000원 | 간장 닭갈비 16,000원 | 소금 닭갈비 16,000원 | 닭개장 11,000원 | 꾸덕 깻잎 페스토 막국수 10,000원 | 골뱅이막국수 21,000원 | 시원한 물 막국수 10,000원 | 2인세트 52,000원 | 3인세트 71,000원 | 포장 닭갈비(1인분) 12,000원 | 포장 고추장아치(1팩) 10,000원 | 포장 샐러리장아치(1팩) 10,000원 | 도그꼬꼬 6,900원",,,,,,,,,,,{},경기 하남시 미사동로40번길 130 (미사동 205-2),official_description,
132,132화,2024-07-01,[sub] 성시경의 먹을텐데 l 담양 한재골가든,https://www.youtube.com/watch?v=DbkkQTWZDUA,restaurant,mogeultende_5da3fb6c864a,한재골가든,대한민국,전남광주통합특별시 담양군,전남광주통합특별시 담양군 대전면 병풍로 374,닭요리,닭볶음탕(대),"닭곰탕 72,000원 | 닭볶음탕(대) 75,000원 | 약오리 75,000원 | 오리로스 72,000원",35.29423672,126.88065111,061-382-8839,영업 전,10:30 오픈,수 10:30 ~ 21:00 | 목 10:30 ~ 21:00 | 금 10:30 ~ 21:00 | 토 10:30 ~ 21:00 | 일 10:30 ~ 21:00 | 월 10:30 ~ 21:00 | 화 10:30 ~ 21:00,10055486,https://place.map.kakao.com/10055486,3,92,"{""reservation"":true,""delivery"":false,""accessible"":true,""takeout"":true,""parking"":true,""pets"":true,""wifi"":true}",전남 담양군 대전면 병풍로 374 (평장리 394-1),official_description,
133,133화,2024-07-08,[sub] 성시경의 먹을텐데 l 상봉역 먹거리집,https://www.youtube.com/watch?v=vDVTYhm-2uU,restaurant,mogeultende_da5be5ba8f31,먹거리집,대한민국,서울 중랑구,서울 중랑구 면목로91길 8,순대,수육 (중),"수육 (중) 30,000원 | 순대국 10,000원 | 오소리감투 30,000원 | 제육볶음 (식사류) 12,000원",37.59457288,127.08539095,02-493-3100,영업 중,24시간 영업,수 00:00 ~ 24:00 | 목 00:00 ~ 24:00 | 금 00:00 ~ 24:00 | 토 00:00 ~ 24:00 | 일 00:00 ~ 24:00 | 월 00:00 ~ 24:00 | 화 00:00 ~ 24:00,11076501,https://place.map.kakao.com/11076501,2.9,615,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 중랑구 면목로91길 8 (상봉동 113-23),official_description,
